sex;age;marital;income;ls;smoke
MALE;58;MARRIED;-8;DELIGHTED;NO
MALE;52;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;54;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;1300;PLEASED;NO
MALE;83;MARRIED;2700;PLEASED;NO
FEMALE;31;MARRIED;-8;PLEASED;NO
MALE;45;SINGLE;1500;MIXED;NO
FEMALE;37;MARRIED;1000;PLEASED;NO
FEMALE;57;WIDOWED;NA;MOSTLY SATISFIED;NO
MALE;60;MARRIED;1700;MIXED;NO
FEMALE;64;MARRIED;600;PLEASED;NO
FEMALE;44;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;62;SINGLE;900;UNHAPPY;NO
FEMALE;31;SINGLE;-8;PLEASED;NO
MALE;61;MARRIED;1400;PLEASED;NO
MALE;34;SINGLE;2000;PLEASED;NO
FEMALE;24;SINGLE;NA;MIXED;YES
FEMALE;31;SINGLE;630;MIXED;NO
FEMALE;72;MARRIED;950;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;PLEASED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;54;MARRIED;800;MIXED;YES
MALE;56;MARRIED;1000;PLEASED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;22;MARRIED;600;MOSTLY SATISFIED;NO
FEMALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;55;WIDOWED;610;MIXED;NO
FEMALE;37;MARRIED;NA;DELIGHTED;NO
FEMALE;48;WIDOWED;850;MOSTLY DISSATISFIED;NO
FEMALE;36;MARRIED;300;PLEASED;NO
FEMALE;36;DIVORCED;2000;MOSTLY SATISFIED;NO
MALE;46;SINGLE;1500;MIXED;YES
FEMALE;60;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;30;LEGALLY SEPARATED;1300;MOSTLY DISSATISFIED;NO
MALE;22;SINGLE;2300;PLEASED;YES
FEMALE;53;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;-8;MIXED;NO
FEMALE;38;SINGLE;1000;MOSTLY DISSATISFIED;YES
MALE;52;MARRIED;400;MIXED;YES
MALE;58;MARRIED;830;MOSTLY SATISFIED;NO
MALE;33;MARRIED;5000;MOSTLY SATISFIED;NO
MALE;57;MARRIED;1300;MIXED;NO
MALE;39;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;19;SINGLE;NA;PLEASED;NO
MALE;63;MARRIED;4100;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;1500;MOSTLY DISSATISFIED;NO
MALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;30;MARRIED;1500;PLEASED;NO
MALE;53;MARRIED;2500;PLEASED;NO
FEMALE;74;WIDOWED;890;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;-8;MIXED;NO
FEMALE;31;SINGLE;1800;PLEASED;NO
MALE;33;MARRIED;2200;PLEASED;NO
FEMALE;35;MARRIED;1300;PLEASED;NO
MALE;53;MARRIED;1368;PLEASED;NO
MALE;63;MARRIED;600;MIXED;YES
FEMALE;38;MARRIED;980;MOSTLY SATISFIED;NO
MALE;68;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;66;MARRIED;900;PLEASED;NO
MALE;56;MARRIED;2300;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;2800;PLEASED;NO
MALE;41;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;57;WIDOWED;2100;PLEASED;NO
FEMALE;50;MARRIED;2400;PLEASED;NO
MALE;40;LEGALLY SEPARATED;1100;MOSTLY DISSATISFIED;YES
FEMALE;29;MARRIED;NA;MOSTLY DISSATISFIED;YES
FEMALE;57;MARRIED;1600;MIXED;NO
FEMALE;77;WIDOWED;820;MOSTLY SATISFIED;NO
FEMALE;29;MARRIED;NA;PLEASED;YES
FEMALE;71;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;59;MARRIED;3700;MOSTLY SATISFIED;NO
MALE;38;MARRIED;-8;PLEASED;NO
FEMALE;59;DIVORCED;476;MIXED;NO
MALE;60;MARRIED;1900;MOSTLY SATISFIED;YES
MALE;79;WIDOWED;968;MOSTLY SATISFIED;NO
MALE;53;MARRIED;2000;MIXED;YES
MALE;57;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;52;MARRIED;1250;MOSTLY SATISFIED;NO
FEMALE;32;SINGLE;1300;MIXED;NO
MALE;62;WIDOWED;-8;MIXED;NO
FEMALE;24;SINGLE;-8;PLEASED;NO
MALE;48;MARRIED;1800;MOSTLY SATISFIED;YES
FEMALE;33;MARRIED;2000;PLEASED;NO
FEMALE;53;MARRIED;1000;PLEASED;NO
FEMALE;65;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;58;MARRIED;1200;MIXED;NO
FEMALE;89;WIDOWED;2200;PLEASED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;31;SINGLE;1300;PLEASED;NO
MALE;40;MARRIED;4000;PLEASED;NO
MALE;44;MARRIED;680;MOSTLY SATISFIED;NO
MALE;47;MARRIED;1200;PLEASED;NO
MALE;64;MARRIED;1350;PLEASED;YES
MALE;19;SINGLE;150;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;1000;PLEASED;NO
FEMALE;61;MARRIED;1000;PLEASED;YES
FEMALE;21;SINGLE;-8;PLEASED;NO
FEMALE;66;MARRIED;5000;PLEASED;NO
FEMALE;29;MARRIED;-8;MIXED;NO
FEMALE;37;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;DELIGHTED;YES
FEMALE;18;MARRIED;NA;PLEASED;NO
MALE;49;MARRIED;2000;MIXED;YES
FEMALE;61;MARRIED;1600;PLEASED;YES
FEMALE;31;SINGLE;1900;MIXED;NO
MALE;54;MARRIED;4500;PLEASED;NO
MALE;63;MARRIED;3600;MIXED;YES
MALE;34;MARRIED;6400;PLEASED;NO
FEMALE;60;MARRIED;1680;PLEASED;NO
FEMALE;61;MARRIED;3000;PLEASED;NO
FEMALE;58;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;80;SINGLE;1264;MIXED;NO
FEMALE;21;SINGLE;900;MOSTLY DISSATISFIED;NO
FEMALE;59;WIDOWED;1200;MOSTLY DISSATISFIED;NO
MALE;22;SINGLE;1500;PLEASED;NO
FEMALE;61;MARRIED;850;PLEASED;NO
FEMALE;39;SINGLE;540;MOSTLY SATISFIED;YES
FEMALE;24;MARRIED;-8;PLEASED;NO
FEMALE;30;MARRIED;1000;PLEASED;YES
FEMALE;69;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;51;MARRIED;1700;MIXED;NO
FEMALE;60;MARRIED;1000;PLEASED;YES
MALE;27;SINGLE;1250;MOSTLY DISSATISFIED;NO
MALE;61;MARRIED;7500;MOSTLY SATISFIED;YES
FEMALE;68;WIDOWED;750;MIXED;NO
FEMALE;47;DIVORCED;6000;MOSTLY SATISFIED;NO
MALE;51;MARRIED;-8;PLEASED;YES
FEMALE;32;MARRIED;2700;PLEASED;NO
FEMALE;62;MARRIED;700;MOSTLY SATISFIED;YES
MALE;25;SINGLE;1000;PLEASED;NO
MALE;67;WIDOWED;1800;MIXED;NO
MALE;60;WIDOWED;2000;PLEASED;NO
FEMALE;32;MARRIED;1000;DELIGHTED;YES
FEMALE;38;MARRIED;-8;PLEASED;NO
MALE;51;MARRIED;500;PLEASED;YES
MALE;73;MARRIED;1000;MOSTLY SATISFIED;NO
MALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;80;MARRIED;900;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;40;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;PLEASED;YES
MALE;60;MARRIED;1500;MIXED;YES
FEMALE;43;DIVORCED;1400;MOSTLY DISSATISFIED;NO
FEMALE;81;WIDOWED;900;MIXED;NO
FEMALE;73;WIDOWED;1730;MIXED;NO
FEMALE;19;SINGLE;NA;MIXED;NO
MALE;37;MARRIED;2700;PLEASED;NO
FEMALE;27;SINGLE;2000;PLEASED;NO
MALE;41;MARRIED;2400;PLEASED;NO
FEMALE;32;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;29;MARRIED;1100;MIXED;NO
FEMALE;59;MARRIED;850;MOSTLY SATISFIED;YES
FEMALE;85;WIDOWED;-8;PLEASED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;713;MOSTLY SATISFIED;NO
MALE;36;MARRIED;-8;PLEASED;YES
MALE;47;MARRIED;3500;PLEASED;YES
FEMALE;28;SINGLE;900;PLEASED;NO
MALE;81;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;50;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;-8;PLEASED;NO
MALE;42;MARRIED;1850;PLEASED;YES
MALE;56;DIVORCED;1600;MOSTLY SATISFIED;YES
MALE;21;SINGLE;NA;PLEASED;NO
FEMALE;80;WIDOWED;1700;DELIGHTED;NO
FEMALE;23;SINGLE;300;MOSTLY SATISFIED;NO
FEMALE;69;WIDOWED;1800;MOSTLY SATISFIED;NO
MALE;44;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;500;MIXED;YES
MALE;33;MARRIED;2854;PLEASED;NO
FEMALE;65;WIDOWED;1050;MOSTLY DISSATISFIED;NO
MALE;24;MARRIED;2000;PLEASED;NO
FEMALE;52;DIVORCED;2000;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;49;MARRIED;2700;MIXED;YES
FEMALE;79;WIDOWED;670;MOSTLY SATISFIED;NO
FEMALE;68;MARRIED;650;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;1000;PLEASED;NO
FEMALE;47;SINGLE;NA;MIXED;YES
MALE;52;MARRIED;-8;MIXED;YES
MALE;63;WIDOWED;-8;PLEASED;NO
FEMALE;74;WIDOWED;1700;MIXED;NO
FEMALE;39;MARRIED;-8;DELIGHTED;NO
MALE;58;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;26;MARRIED;-8;PLEASED;YES
MALE;33;SINGLE;1600;MIXED;YES
FEMALE;50;MARRIED;400;PLEASED;YES
FEMALE;64;MARRIED;750;PLEASED;NO
MALE;55;MARRIED;680;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;1200;PLEASED;NO
FEMALE;47;MARRIED;-8;DELIGHTED;NO
FEMALE;66;MARRIED;2200;PLEASED;NO
MALE;50;MARRIED;NA;UNHAPPY;YES
FEMALE;23;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;90;WIDOWED;1300;PLEASED;NO
MALE;48;MARRIED;2200;PLEASED;NO
MALE;21;SINGLE;NA;DELIGHTED;NO
MALE;56;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;25;SINGLE;1600;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;59;MARRIED;1050;PLEASED;YES
MALE;37;MARRIED;922;PLEASED;NO
MALE;57;MARRIED;1500;PLEASED;YES
FEMALE;33;MARRIED;1200;MIXED;YES
FEMALE;78;MARRIED;1500;PLEASED;NO
FEMALE;63;WIDOWED;1460;MOSTLY SATISFIED;NO
MALE;38;MARRIED;2500;PLEASED;NO
FEMALE;61;WIDOWED;1800;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;NA;PLEASED;YES
MALE;29;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;29;MARRIED;500;PLEASED;NO
FEMALE;30;MARRIED;2200;MOSTLY SATISFIED;NO
FEMALE;56;MARRIED;-8;PLEASED;NO
FEMALE;75;MARRIED;-8;PLEASED;NO
MALE;47;MARRIED;2000;PLEASED;NO
MALE;68;SINGLE;697;MOSTLY DISSATISFIED;NO
FEMALE;73;DIVORCED;1100;MIXED;NO
FEMALE;19;SINGLE;NA;DELIGHTED;NO
MALE;31;MARRIED;NA;MIXED;YES
FEMALE;31;MARRIED;3000;PLEASED;NO
FEMALE;60;DE FACTO SEPARATED;1700;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;1500;MOSTLY SATISFIED;YES
MALE;54;DIVORCED;-8;MIXED;NO
MALE;59;MARRIED;800;PLEASED;NO
MALE;59;MARRIED;2500;PLEASED;NO
FEMALE;75;WIDOWED;630;PLEASED;NO
FEMALE;42;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;70;WIDOWED;1200;PLEASED;NO
FEMALE;57;MARRIED;1000;MOSTLY DISSATISFIED;NO
FEMALE;50;MARRIED;2000;PLEASED;NO
MALE;35;MARRIED;1200;MIXED;NO
FEMALE;35;SINGLE;1900;PLEASED;NO
MALE;61;MARRIED;2800;MIXED;NO
MALE;46;MARRIED;7500;MOSTLY SATISFIED;YES
MALE;52;DIVORCED;200;MOSTLY DISSATISFIED;NO
MALE;55;MARRIED;500;MOSTLY SATISFIED;YES
FEMALE;79;WIDOWED;850;MOSTLY SATISFIED;NO
MALE;49;SINGLE;600;MIXED;NO
FEMALE;66;WIDOWED;1200;MOSTLY SATISFIED;NO
MALE;26;SINGLE;1400;MIXED;NO
FEMALE;43;MARRIED;3700;PLEASED;YES
FEMALE;42;MARRIED;1300;MIXED;YES
FEMALE;40;MARRIED;NA;PLEASED;NO
MALE;23;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;23;SINGLE;1000;MOSTLY SATISFIED;NO
FEMALE;26;MARRIED;560;MOSTLY DISSATISFIED;NO
FEMALE;63;MARRIED;1200;PLEASED;NO
MALE;75;MARRIED;1500;PLEASED;NO
FEMALE;78;WIDOWED;800;PLEASED;YES
FEMALE;48;MARRIED;NA;PLEASED;YES
FEMALE;35;WIDOWED;1700;MOSTLY SATISFIED;NO
MALE;26;SINGLE;2000;PLEASED;NO
FEMALE;28;SINGLE;NA;PLEASED;NO
MALE;20;SINGLE;NA;PLEASED;NO
MALE;22;SINGLE;-8;PLEASED;NO
FEMALE;56;MARRIED;600;MOSTLY SATISFIED;NO
MALE;19;SINGLE;1100;MOSTLY SATISFIED;NO
MALE;32;MARRIED;2600;PLEASED;NO
MALE;33;SINGLE;2000;PLEASED;NO
FEMALE;77;MARRIED;902;MOSTLY DISSATISFIED;NO
FEMALE;34;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;58;MARRIED;1000;MIXED;YES
MALE;29;MARRIED;2800;PLEASED;YES
MALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;44;MARRIED;5000;DELIGHTED;NO
FEMALE;59;MARRIED;1337;PLEASED;NO
FEMALE;33;MARRIED;2000;PLEASED;NO
FEMALE;47;MARRIED;2400;MOSTLY DISSATISFIED;NO
MALE;68;MARRIED;2500;PLEASED;NO
MALE;16;SINGLE;-8;DELIGHTED;NO
MALE;61;DIVORCED;2600;MOSTLY SATISFIED;YES
FEMALE;73;MARRIED;3000;PLEASED;NO
MALE;52;MARRIED;3000;PLEASED;NO
MALE;49;DIVORCED;5000;MIXED;NO
FEMALE;76;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;83;MARRIED;890;PLEASED;NO
FEMALE;58;MARRIED;3600;PLEASED;NO
FEMALE;36;MARRIED;1300;PLEASED;YES
MALE;29;MARRIED;2500;MOSTLY SATISFIED;NO
FEMALE;33;SINGLE;2200;MOSTLY SATISFIED;YES
MALE;23;MARRIED;1300;MOSTLY SATISFIED;YES
FEMALE;53;MARRIED;-8;PLEASED;YES
MALE;35;MARRIED;1680;MOSTLY SATISFIED;YES
MALE;72;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;77;WIDOWED;720;MIXED;NO
FEMALE;75;WIDOWED;1000;PLEASED;NO
MALE;31;DIVORCED;3000;MIXED;YES
FEMALE;40;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;87;WIDOWED;800;MOSTLY SATISFIED;NO
FEMALE;55;MARRIED;900;UNHAPPY;NO
MALE;36;MARRIED;1500;PLEASED;NO
FEMALE;38;SINGLE;1000;MIXED;NO
MALE;66;MARRIED;-8;MIXED;NO
FEMALE;36;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;71;MARRIED;800;MOSTLY SATISFIED;NO
MALE;75;WIDOWED;1560;PLEASED;YES
FEMALE;28;MARRIED;2850;MOSTLY SATISFIED;NO
MALE;37;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;82;MARRIED;920;PLEASED;NO
FEMALE;52;WIDOWED;4800;MIXED;NO
FEMALE;38;MARRIED;1800;PLEASED;NO
FEMALE;82;WIDOWED;1080;PLEASED;NO
FEMALE;47;MARRIED;1000;MIXED;YES
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;18;SINGLE;-8;PLEASED;NO
FEMALE;58;MARRIED;1650;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;2500;PLEASED;NA
FEMALE;26;MARRIED;950;MOSTLY SATISFIED;NO
FEMALE;43;DIVORCED;1800;MOSTLY DISSATISFIED;YES
MALE;51;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;26;SINGLE;2500;DELIGHTED;NO
FEMALE;51;WIDOWED;1450;MIXED;NO
MALE;26;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;24;SINGLE;NA;PLEASED;YES
MALE;75;MARRIED;-8;PLEASED;NO
MALE;53;MARRIED;800;MOSTLY SATISFIED;YES
MALE;50;MARRIED;1000;MIXED;YES
MALE;44;SINGLE;1280;MIXED;YES
FEMALE;25;SINGLE;1200;PLEASED;YES
FEMALE;41;MARRIED;-8;PLEASED;NO
FEMALE;81;SINGLE;1520;MOSTLY SATISFIED;NO
MALE;61;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;30;SINGLE;510;MIXED;NO
FEMALE;55;DIVORCED;3100;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;1200;MOSTLY SATISFIED;NO
MALE;35;SINGLE;NA;MIXED;NO
FEMALE;58;MARRIED;-8;PLEASED;YES
FEMALE;48;MARRIED;1000;MOSTLY DISSATISFIED;YES
MALE;18;SINGLE;NA;DELIGHTED;NO
MALE;55;DIVORCED;-8;MOSTLY SATISFIED;YES
FEMALE;67;MARRIED;700;MOSTLY SATISFIED;NO
MALE;34;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;87;WIDOWED;1800;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;200;MOSTLY SATISFIED;NO
FEMALE;43;DIVORCED;1000;MIXED;YES
FEMALE;18;SINGLE;-8;PLEASED;NO
MALE;73;MARRIED;1100;PLEASED;NO
FEMALE;65;MARRIED;700;MOSTLY SATISFIED;NO
MALE;80;MARRIED;900;MOSTLY SATISFIED;NO
MALE;27;SINGLE;1500;MOSTLY SATISFIED;NO
MALE;18;SINGLE;NA;PLEASED;NO
FEMALE;51;MARRIED;-8;PLEASED;NO
FEMALE;59;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;65;DIVORCED;1500;PLEASED;NO
FEMALE;33;MARRIED;300;MOSTLY SATISFIED;NO
MALE;54;MARRIED;700;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;3600;PLEASED;NO
MALE;72;MARRIED;900;PLEASED;NO
MALE;45;MARRIED;2200;MOSTLY SATISFIED;YES
FEMALE;22;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;69;MARRIED;700;MOSTLY SATISFIED;NO
MALE;45;MARRIED;2000;PLEASED;NO
FEMALE;67;MARRIED;900;MOSTLY SATISFIED;NO
MALE;35;SINGLE;1650;MIXED;YES
FEMALE;59;MARRIED;2800;MOSTLY SATISFIED;NO
MALE;60;MARRIED;500;MIXED;YES
MALE;25;SINGLE;NA;PLEASED;YES
FEMALE;51;MARRIED;1000;MIXED;NO
FEMALE;43;MARRIED;1900;PLEASED;YES
FEMALE;53;MARRIED;NA;MIXED;YES
MALE;38;SINGLE;1200;MOSTLY SATISFIED;YES
FEMALE;62;MARRIED;1300;PLEASED;YES
FEMALE;58;MARRIED;1036;MIXED;YES
FEMALE;65;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;74;MARRIED;153;TERRIBLE;NO
MALE;48;SINGLE;650;MIXED;NO
MALE;45;SINGLE;630;MOSTLY SATISFIED;NO
FEMALE;54;MARRIED;-8;TERRIBLE;YES
FEMALE;23;SINGLE;NA;PLEASED;NO
MALE;61;MARRIED;700;PLEASED;NO
MALE;76;WIDOWED;1685;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;2100;PLEASED;NO
MALE;39;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;44;MARRIED;-8;PLEASED;NO
FEMALE;46;MARRIED;1000;PLEASED;NO
FEMALE;72;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;41;DE FACTO SEPARATED;1000;MOSTLY SATISFIED;NO
MALE;49;MARRIED;3500;PLEASED;NO
MALE;57;MARRIED;5000;PLEASED;NO
FEMALE;45;MARRIED;2000;MOSTLY SATISFIED;YES
FEMALE;49;MARRIED;NA;PLEASED;NO
MALE;78;MARRIED;1800;PLEASED;NO
FEMALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;182;PLEASED;NO
FEMALE;18;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;61;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;63;MARRIED;1700;MOSTLY SATISFIED;NO
MALE;20;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;-8;PLEASED;NO
FEMALE;50;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;30;SINGLE;-8;PLEASED;NO
MALE;18;SINGLE;NA;PLEASED;NO
FEMALE;35;MARRIED;1400;PLEASED;YES
FEMALE;67;MARRIED;610;MIXED;NO
FEMALE;53;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;20;SINGLE;800;PLEASED;NO
FEMALE;17;SINGLE;NA;PLEASED;NO
FEMALE;69;WIDOWED;1500;PLEASED;NO
FEMALE;43;MARRIED;1200;PLEASED;NO
MALE;27;MARRIED;1700;MIXED;NO
MALE;45;DIVORCED;350;MIXED;YES
FEMALE;25;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;70;WIDOWED;870;MIXED;NO
MALE;79;MARRIED;834;MOSTLY SATISFIED;NO
FEMALE;60;MARRIED;870;PLEASED;YES
MALE;42;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;55;MARRIED;2000;PLEASED;YES
MALE;27;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;64;MARRIED;900;PLEASED;NO
FEMALE;72;WIDOWED;1600;PLEASED;NO
FEMALE;46;DIVORCED;2600;PLEASED;YES
MALE;26;SINGLE;NA;MIXED;YES
FEMALE;20;SINGLE;NA;PLEASED;NO
FEMALE;34;MARRIED;2500;PLEASED;NO
FEMALE;83;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;-8;PLEASED;NO
MALE;19;SINGLE;660;MOSTLY SATISFIED;NO
FEMALE;58;SINGLE;1300;MIXED;YES
FEMALE;46;MARRIED;-8;MIXED;NO
MALE;42;MARRIED;1300;MOSTLY SATISFIED;YES
MALE;40;MARRIED;1500;PLEASED;NO
FEMALE;28;SINGLE;1000;PLEASED;NO
MALE;42;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;42;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;63;MARRIED;NA;MIXED;NO
FEMALE;75;MARRIED;1000;PLEASED;NO
FEMALE;24;MARRIED;500;PLEASED;NO
FEMALE;47;DE FACTO SEPARATED;2000;MOSTLY SATISFIED;NO
FEMALE;57;WIDOWED;1300;MOSTLY SATISFIED;NO
MALE;62;MARRIED;1500;PLEASED;NO
FEMALE;46;DIVORCED;2990;MOSTLY SATISFIED;NO
MALE;56;MARRIED;900;MOSTLY SATISFIED;NO
MALE;63;WIDOWED;940;MOSTLY DISSATISFIED;NO
FEMALE;35;MARRIED;NA;DELIGHTED;NO
FEMALE;21;SINGLE;1500;PLEASED;NO
MALE;65;MARRIED;1500;PLEASED;NO
FEMALE;28;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;1050;MOSTLY SATISFIED;YES
MALE;46;MARRIED;1300;MIXED;YES
FEMALE;74;WIDOWED;1230;PLEASED;NO
FEMALE;25;SINGLE;950;MOSTLY DISSATISFIED;NO
FEMALE;45;MARRIED;1000;MOSTLY DISSATISFIED;YES
FEMALE;53;WIDOWED;1800;MOSTLY DISSATISFIED;NO
FEMALE;69;WIDOWED;890;MOSTLY DISSATISFIED;NO
MALE;51;MARRIED;2000;MIXED;YES
FEMALE;60;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;49;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;26;SINGLE;-8;PLEASED;YES
FEMALE;41;MARRIED;NA;PLEASED;NO
MALE;43;MARRIED;-8;PLEASED;NO
MALE;46;MARRIED;3200;PLEASED;NO
FEMALE;75;WIDOWED;1200;MOSTLY SATISFIED;NO
FEMALE;64;WIDOWED;2500;PLEASED;NO
MALE;22;SINGLE;400;PLEASED;NO
FEMALE;52;MARRIED;1000;MOSTLY SATISFIED;YES
MALE;57;MARRIED;4000;PLEASED;NO
FEMALE;49;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;62;MARRIED;1300;PLEASED;NO
FEMALE;57;MARRIED;720;PLEASED;NO
MALE;38;MARRIED;3000;PLEASED;YES
FEMALE;40;MARRIED;300;MOSTLY SATISFIED;YES
FEMALE;51;SINGLE;450;MIXED;NO
FEMALE;19;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;31;MARRIED;NA;MIXED;YES
FEMALE;21;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;800;MOSTLY SATISFIED;NO
MALE;36;MARRIED;3000;MOSTLY SATISFIED;YES
FEMALE;37;SINGLE;150;MIXED;NO
FEMALE;64;WIDOWED;1200;MOSTLY SATISFIED;YES
MALE;78;MARRIED;1900;MOSTLY SATISFIED;NO
MALE;30;MARRIED;2200;PLEASED;NO
MALE;25;SINGLE;1064;MIXED;NO
FEMALE;27;MARRIED;3000;PLEASED;NO
FEMALE;76;WIDOWED;980;MOSTLY SATISFIED;NO
FEMALE;49;WIDOWED;-8;MOSTLY SATISFIED;NO
FEMALE;42;MARRIED;2700;PLEASED;NO
FEMALE;61;DIVORCED;800;MIXED;YES
FEMALE;70;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;33;MARRIED;-8;PLEASED;NO
FEMALE;31;MARRIED;NA;PLEASED;NO
MALE;26;SINGLE;-8;MIXED;YES
MALE;41;MARRIED;6000;PLEASED;NO
FEMALE;48;WIDOWED;300;MIXED;YES
MALE;62;MARRIED;900;MOSTLY SATISFIED;NO
MALE;38;MARRIED;900;MOSTLY SATISFIED;NO
MALE;48;MARRIED;600;PLEASED;NO
FEMALE;61;MARRIED;730;MIXED;NO
FEMALE;21;SINGLE;-8;PLEASED;NO
FEMALE;35;MARRIED;600;MIXED;NO
MALE;50;MARRIED;500;MOSTLY SATISFIED;YES
MALE;61;MARRIED;750;MIXED;NO
MALE;60;MARRIED;2000;DELIGHTED;NO
FEMALE;63;MARRIED;1100;PLEASED;YES
FEMALE;51;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;60;WIDOWED;665;MOSTLY DISSATISFIED;YES
MALE;60;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;500;MIXED;YES
